,0
saron,1.0
sarrah,1.0
sasabihin,1.0
sasama,1.0
sasd,1.0
sash,1.0
sasha,3.0
sashimi,3.0
saskatoon,1.0
sass,5.0
sassafrass,1.0
sassi,1.0
sastch,1.0
sata,1.0
satan,2.0
satde,1.0
satellit,3.0
sath,1.0
satisfact,1.0
satisfi,12.0
satish,1.0
satrt,1.0
saturat,1.0
saturday,129.0
saturn,1.0
satz,1.0
sau,2.0
sauc,12.0
saucepan,1.0
saucer,1.0
sauna,2.0
saunder,1.0
sauru,2.0
sausag,10.0
saute,1.0
savag,1.0
save,107.0
savechuck,1.0
savemart,1.0
saver,1.0
savi,1.0
savior,1.0
savour,1.0
savvi,2.0
savvv,1.0
saw,256.0
sawwi,2.0
say,964.0
saya,1.0
sayang,3.0
saybitch,1.0
sayid,1.0
sayin,12.0
saynow,3.0
sayo,1.0
sb,9.0
sbarro,1.0
sc,4.0
scab,1.0
scala,1.0
scale,4.0
scaleeee,1.0
scalper,1.0
scam,1.0
scamera,1.0
scammer,1.0
scampi,1.0
scan,12.0
scandal,2.0
scandic,1.0
scanlon,1.0
scanner,2.0
scanton,1.0
scar,7.0
scarabeo,1.0
scarc,1.0
scare,74.0
scarepoint,1.0
scarey,1.0
scarf,3.0
scari,41.0
scariest,2.0
scarlet,1.0
scarlett,2.0
scattegori,1.0
scattergood,2.0
sccr,2.0
scenario,2.0
scene,20.0
sceneri,1.0
sceni,3.0
scenic,2.0
scent,4.0
sch,2.0
schack,1.0
schade,1.0
schaumburg,1.0
sched,2.0
schedul,36.0
scheer,1.0
schema,1.0
scheme,1.0
scheur,1.0
schindler,1.0
schizophren,1.0
schl,1.0
schmoo,1.0
schneider,1.0
schol,1.0
scholar,2.0
scholarship,1.0
scholfield,1.0
scholl,1.0
school,509.0
schoolbook,1.0
schooler,2.0
schooliooo,1.0
schoolmat,2.0
schoolwork,1.0
schoolï,1.0
schoool,4.0
schoooool,1.0
schopnosti,1.0
schuhmach,1.0
schuhz,1.0
schulz,1.0
schwarzenegg,1.0
schweigicooldomain,1.0
sci,5.0
scienc,17.0
scientist,1.0
scifi,3.0
scii,1.0
scion,2.0
scof,1.0
scofil,1.0
scone,4.0
scoobi,2.0
scoop,3.0
scootertechno,1.0
scope,1.0
scorcher,1.0
score,23.0
scorecard,1.0
scoreless,1.0
scorpian,1.0
scot,1.0
scotland,9.0
scott,11.0
scotter,1.0
scotti,3.0
scottish,6.0
scoundrel,1.0
scouser,1.0
scout,5.0
scr,1.0
scrabbl,3.0
scram,1.0
scrambl,4.0
scranton,1.0
scrap,2.0
scrapbook,1.0
scrape,3.0
scratch,23.0
scratchi,3.0
screaaaaaaaaaaaaaaaaaaaaaaaaaaaaam,1.0
scream,34.0
screamer,1.0
screamin,2.0
screamm,1.0
screamo,1.0
screech,1.0
screen,54.0
screencast,1.0
screencastsonlin,1.0
screengrab,1.0
screeni,1.0
screenshot,4.0
screw,41.0
screwd,1.0
screwmyx,1.0
scribe,1.0
scribkin,1.0
script,13.0
scriptgirl,1.0
scroll,5.0
scrolli,2.0
scrub,14.0
scruffi,1.0
sctest,1.0
sctrahc,1.0
scuba,1.0
sculpt,1.0
scum,3.0
scur,1.0
scurri,1.0
sd,7.0
sdh,1.0
sdk,4.0
sdn,1.0
sdp,1.0
sdsm,1.0
se,12.0
sea,20.0
seafood,9.0
seagul,1.0
seal,2.0
sealer,2.0
seam,1.0
seamless,2.0
sean,6.0
seann,2.0
sear,1.0
search,39.0
seasalt,1.0
seasid,1.0
seaso,1.0
season,93.0
seasonnya,1.0
seastar,1.0
seat,35.0
seatbelt,2.0
seattl,21.0
seaworld,3.0
seb,1.0
sebastian,1.0
sebiunouva,1.0
sec,19.0
seck,1.0
second,105.0
secondari,2.0
secondstar,1.0
secret,25.0
secretli,1.0
section,11.0
secur,13.0
sed,4.0
sedari,1.0
sederhana,1.0
seduc,1.0
seduct,1.0
see,1474.0
seed,4.0
seee,1.0
seeeee,1.0
seeeeeee,1.0
seeeeeeee,1.0
seeeeeeeeed,1.0
seeen,1.0
seein,4.0
seek,10.0
seeker,1.0
seeley,1.0
seem,217.0
seemi,1.0
seemingli,1.0
seepin,1.0
seesmic,2.0
seester,1.0
seexyyyyi,1.0
seeyuhhh,1.0
sefton,1.0
segment,2.0
seguiss,1.0
sehat,1.0
sehr,1.0
seinor,1.0
seiz,2.0
seizur,2.0
sejaaaaa,1.0
selalu,1.0
select,18.0
selena,9.0
selenagomezlast,1.0
self,45.0
selfish,7.0
selfridg,2.0
selfupd,1.0
selin,1.0
sell,100.0
seller,1.0
sellin,1.0
sellout,1.0
selo,1.0
selv,2.0
semana,1.0
semanggi,1.0
semest,15.0
semi,10.0
seminar,6.0
sempit,1.0
sen,2.0
senc,1.0
senci,1.0
send,252.0
sendai,1.0
sender,1.0
sendin,1.0
sendstudio,1.0
sengoku,1.0
senil,1.0
senior,32.0
sennheis,1.0
sens,33.0
sensat,5.0
sensationalist,1.0
sensei,3.0
sensex,1.0
sensibl,4.0
sensit,2.0
sensor,1.0
sentenc,13.0
senti,1.0
sentiment,4.0
sentosa,1.0
sentri,1.0
seo,5.0
sep,3.0
separ,11.0
seper,7.0
sephora,1.0
sept,4.0
septa,1.0
septemb,11.0
septum,2.0
sequel,5.0
sequenc,1.0
sequest,1.0
ser,1.0
serafina,1.0
serani,1.0
serbia,1.0
serco,1.0
serena,2.0
serenad,2.0
serendip,2.0
sergeant,1.0
sergi,1.0
seri,32.0
seria,1.0
serial,3.0
serio,1.0
seriooo,1.0
seriou,40.0
serious,98.0
seriousslyyi,1.0
seriuosli,1.0
sermon,2.0
seru,1.0
serv,8.0
server,29.0
servic,49.0
sesam,3.0
sesh,4.0
seshion,1.0
sesion,1.0
sess,1.0
session,41.0
set,142.0
seth,4.0
setmana,1.0
settl,18.0
setup,4.0
seuss,2.0
seven,5.0
seventeen,2.0
seventh,2.0
sever,29.0
severli,1.0
sevrl,1.0
sew,8.0
sewag,1.0
sewin,1.0
sex,2.0
sexay,1.0
sexi,55.0
sexiest,1.0
sexifi,1.0
sexin,1.0
sexual,2.0
sexxieluv,1.0
sexxxi,1.0
sexxxxxxxi,1.0
sez,2.0
sezi,1.0
sf,17.0
sfo,4.0
sfoot,1.0
sftw,1.0
sg,7.0
sgb,1.0
sgt,3.0
sh,5.0
sha,1.0
shaanxi,2.0
shaayad,1.0
shabbi,1.0
shabu,1.0
shack,4.0
shadduppp,1.0
shade,8.0
shadez,2.0
shadi,1.0
shadow,4.0
shaft,2.0
shag,1.0
shah,1.0
shaka,1.0
shakalohana,1.0
shake,32.0
shakedown,1.0
shakespear,1.0
shakeyyyi,1.0
shaki,4.0
shakin,1.0
shakti,1.0
shall,48.0
shallow,6.0
shalonda,1.0
shaman,1.0
shame,68.0
shameless,3.0
shammi,1.0
shampoo,6.0
shamwow,1.0
shan,3.0
shane,6.0
shanghai,2.0
shania,1.0
shannan,1.0
shannen,1.0
shanni,1.0
shannii,1.0
shannn,1.0
shannon,8.0
shannt,1.0
shant,1.0
shantel,1.0
shantz,1.0
shanwest,1.0
shape,9.0
shapeshift,1.0
shar,1.0
sharapova,2.0
shard,1.0
shardup,1.0
share,95.0
shareee,1.0
sharen,1.0
sharetub,1.0
sharffenberg,1.0
shark,4.0
sharkboy,1.0
sharkeez,1.0
sharn,1.0
sharon,3.0
sharonp,1.0
sharp,4.0
sharpen,1.0
sharpi,2.0
sharsi,1.0
shatner,3.0
shatranjanpoli,1.0
shatter,11.0
shaun,6.0
shave,13.0
shaw,3.0
shawdow,1.0
shawn,2.0
shawna,1.0
shawne,1.0
shawti,2.0
shay,1.0
shaycarl,1.0
she,832.0
shea,2.0
sheat,1.0
sheath,1.0
sheboygan,1.0
shecki,1.0
shed,4.0
shediddi,1.0
sheeba,1.0
sheeeeit,1.0
sheeeeittt,1.0
sheeeep,1.0
sheen,1.0
sheena,1.0
sheep,6.0
sheer,2.0
sheesh,8.0
sheesha,1.0
sheet,7.0
sheffield,3.0
sheila,1.0
shelaaaaaaaa,1.0
shelan,1.0
shelbi,2.0
shelf,5.0
sheli,1.0
shell,5.0
shellscript,1.0
shelter,5.0
shelton,1.0
shelv,4.0
shemar,1.0
shemm,1.0
shen,1.0
shenanigan,1.0
shep,1.0
shepard,2.0
shepherd,2.0
sher,2.0
sherbert,2.0
sheri,1.0
sheridan,1.0
sheriff,4.0
sherman,3.0
shermk,1.0
sherraton,1.0
sherri,3.0
sherrieshepherd,1.0
shet,1.0
shey,1.0
shezz,1.0
shezza,1.0
shh,4.0
shhh,4.0
shhhweeeet,1.0
shi,9.0
shia,1.0
shibuya,1.0
shidduch,1.0
shield,3.0
shift,51.0
shifter,1.0
shifti,1.0
shiggiti,1.0
shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit,1.0
shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit,1.0
shiiit,2.0
shiit,3.0
shikari,1.0
shill,1.0
shin,7.0
shina,1.0
shindig,1.0
shine,43.0
shineeee,1.0
shiney,1.0
shingl,1.0
shini,17.0
shinjuku,2.0
shinnni,1.0
shinta,1.0
ship,28.0
shipley,1.0
shipment,3.0
shippuuden,1.0
shipwreck,2.0
shir,1.0
shiraz,1.0
shire,1.0
shirley,3.0
shirt,67.0
shirtless,2.0
shirttttt,1.0
shish,2.0
shit,1.0
shite,6.0
shitest,1.0
shitload,2.0
shitshow,1.0
shitt,1.0
shitter,2.0
shittier,1.0
shitttt,3.0
shitttttt,1.0
shittttttttt,1.0
shiv,1.0
shivashankar,1.0
shiver,2.0
shivshankar,1.0
shiyet,1.0
shiznaay,1.0
shizz,5.0
shizzl,3.0
shld,3.0
shlda,1.0
shlosh,1.0
shmolan,1.0
sho,6.0
shock,17.0
shockabl,1.0
shocker,1.0
shode,1.0
shoe,68.0
shoesless,1.0
shoesshoessho,1.0
sholder,2.0
shontel,1.0
shoo,2.0
shooeessss,1.0
shooooe,1.0
shoooooot,1.0
shoooot,1.0
shoooow,1.0
shooould,1.0
shoot,123.0
shooter,2.0
shootout,1.0
shoott,1.0
shop,209.0
shopahol,3.0
shope,1.0
shoper,1.0
shopi,1.0
shoplift,3.0
shopohol,1.0
shopp,2.0
shopper,3.0
shoppin,3.0
shore,3.0
shoree,1.0
shorelin,1.0
shorri,1.0
short,94.0
shortag,2.0
shortbread,1.0
shortcak,1.0
shortcakefail,1.0
shortchang,1.0
shortcom,1.0
shortcut,2.0
shorten,5.0
shorter,1.0
shortest,1.0
shorti,5.0
shortli,11.0
shortstack,2.0
shortstop,1.0
shotdrinksaturday,1.0
shotgun,2.0
shotti,1.0
shoud,2.0
should,596.0
shoulda,7.0
shoulder,13.0
shouldn,31.0
shouldnt,9.0
shouldv,2.0
shoulv,1.0
shout,28.0
shoutbox,1.0
shoutin,1.0
shoutout,16.0
shoutz,1.0
shove,2.0
show,554.0
showcas,4.0
shower,119.0
showin,4.0
showr,1.0
showreel,1.0
showroom,1.0
showstop,1.0
showstopp,1.0
showtim,2.0
showw,1.0
showww,1.0
showwwww,1.0
shred,2.0
shreddi,1.0
shreveport,1.0
shri,1.0
shriek,1.0
shrimp,5.0
shrink,3.0
shripriya,1.0
shrit,1.0
shriya,1.0
shrug,3.0
shtich,1.0
shuck,2.0
shud,10.0
shudder,2.0
shudnt,1.0
shudv,1.0
shuffl,9.0
shul,1.0
shuld,3.0
shunt,2.0
shure,2.0
shush,1.0
shut,45.0
shutdown,1.0
shute,1.0
shutter,1.0
shutup,2.0
shuuut,1.0
shw,2.0
shwa,1.0
shwasteddddddddd,1.0
shwasti,1.0
shweeeeet,1.0
shyness,1.0
si,52.0
sia,2.0
siad,1.0
siam,1.0
sian,1.0
siargao,1.0
siberia,1.0
siberian,1.0
sibl,1.0
sic,2.0
siccck,1.0
sicckkkk,1.0
sich,1.0
sick,382.0
sicke,2.0
sicken,2.0
sicker,3.0
sicki,2.0
sickk,1.0
sickkk,2.0
sickkkk,1.0
sickkkkk,1.0
sickli,2.0
sicko,1.0
sicp,1.0
sid,1.0
siddi,1.0
side,79.0
sidebar,2.0
sidekick,5.0
sidenot,1.0
sidewalk,5.0
sideway,2.0
siempr,1.0
siento,1.0
sierr,1.0
sierra,1.0
siew,1.0
sig,1.0
sigggh,1.0
siggghh,1.0
siggi,1.0
sigh,100.0
sighh,1.0
sighhh,1.0
sight,11.0
sightse,1.0
sigjean,8.0
sigma,1.0
sign,106.0
signal,9.0
signatur,2.0
signific,1.0
significantli,2.0
signin,1.0
signup,2.0
sigo,1.0
sigu,1.0
siguee,1.0
sigur,1.0
siguro,1.0
sih,3.0
siiiick,1.0
siiiiiickkk,1.0
siitter,1.0
sikaflex,1.0
sike,2.0
sikeee,1.0
siki,1.0
sikkkee,1.0
sil,1.0
silenc,11.0
silent,5.0
silicon,1.0
silk,2.0
sill,2.0
silli,32.0
silly,1.0
silver,3.0
silvera,1.0
silverlight,2.0
silverstein,2.0
silverston,2.0
sim,29.0
simciti,1.0
simfing,1.0
similar,10.0
similarli,1.0
similey,1.0
simmon,1.0
simon,9.0
simpatia,1.0
simpl,29.0
simplegirl,1.0
simpler,1.0
simpli,11.0
simplic,2.0
simplifi,1.0
simpson,5.0
simspon,1.0
sin,7.0
sinai,1.0
sinc,225.0
sincer,3.0
sinfest,1.0
sing,112.0
singapor,14.0
singer,16.0
singl,55.0
singstar,4.0
singtel,1.0
singularli,1.0
singurul,1.0
singz,1.0
sinhalenfoss,1.0
sink,13.0
sinner,1.0
sinon,1.0
sinu,10.0
sinus,3.0
sion,1.0
siouxsinn,1.0
sip,5.0
sippin,1.0
sippinn,1.0
sir,23.0
siren,2.0
siriu,1.0
sirv,1.0
sisa,1.0
sisch,1.0
sisser,1.0
sissi,9.0
sist,2.0
sista,4.0
sistah,1.0
sister,100.0
sisterhood,1.0
sit,257.0
sitar,1.0
sitcom,1.0
site,132.0
sitewarm,1.0
sitt,1.0
sitter,8.0
sittin,17.0
sittn,1.0
situat,30.0
situpp,1.0
six,33.0
sixer,1.0
sixflag,1.0
sixteen,1.0
sixteenth,1.0
sixth,2.0
sixti,1.0
sixx,1.0
siya,3.0
siyalr,1.0
size,31.0
sizzl,1.0
sizzler,1.0
sj,1.0
sjeez,1.0
sk,4.0
ska,1.0
skandar,1.0
skank,1.0
skankin,1.0
skate,12.0
skateboard,2.0
skatepark,1.0
skateprk,1.0
skater,2.0
skeleton,1.0
skeptic,1.0
sketch,5.0
sketchi,3.0
skewl,1.0
ski,6.0
skid,1.0
skill,18.0
skillz,3.0
skim,2.0
skimchamp,1.0
skin,30.0
skinnamarinkydinkydink,1.0
skinni,4.0
skint,6.0
skip,14.0
skippin,1.0
skipton,1.0
skirt,7.0
skit,5.0
skittl,1.0
skl,4.0
sklh,1.0
sko,1.0
skola,2.0
skomer,1.0
skoo,1.0
skool,8.0
skott,1.0
skrg,1.0
sku,1.0
skull,2.0
skunk,2.0
skwl,1.0
sky,44.0
skydiv,1.0
skye,2.0
skyfir,1.0
skyguard,1.0
skylar,1.0
skylight,1.0
skylin,1.0
skylit,2.0
skype,18.0
skypeeeee,1.0
skyrocket,1.0
skyscrap,1.0
skyway,1.0
sl,5.0
sla,1.0
slab,1.0
slack,7.0
slackin,1.0
slam,7.0
slammer,1.0
slammin,1.0
slant,1.0
slap,9.0
slapton,1.0
slarm,1.0
slash,1.0
slate,1.0
slater,2.0
slaughter,1.0
slave,10.0
slay,3.0
slecht,1.0
sled,1.0
sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep,1.0
sleeeeeeeepi,1.0
sleeeeeeep,2.0
sleeeeeeepz,1.0
sleeeeeep,1.0
sleeeeep,3.0
sleeeeepi,1.0
sleeeeeppyyyyyy,1.0
sleeeep,3.0
sleeeepi,1.0
sleeeepp,1.0
sleeep,7.0
sleeepi,2.0
sleeepyyi,1.0
sleep,756.0
sleepdepriv,1.0
sleeper,2.0
sleepi,55.0
sleepin,8.0
sleepless,3.0
sleepnow,1.0
sleepov,8.0
sleepp,1.0
sleepppppppp,1.0
sleeptim,1.0
sleepyhead,1.0
sleepyp,1.0
sleepytim,4.0
sleepytown,1.0
sleev,5.0
sleeveless,1.0
slefish,1.0
sleppytim,1.0
sli,2.0
slice,15.0
slide,5.0
slidebar,1.0
slider,1.0
slideshow,3.0
slight,10.0
slightest,1.0
slightli,23.0
slim,5.0
slime,1.0
slimi,1.0
slimmer,1.0
sling,2.0
slip,11.0
slipandslid,1.0
slipper,5.0
slipperi,1.0
slippi,1.0
slither,1.0
sliver,1.0
sliverlight,1.0
slo,2.0
sloanster,1.0
slobber,1.0
sloooooooooowlyyyyyyyyyyyyi,1.0
slooooow,1.0
sloooow,1.0
slooowww,1.0
slope,2.0
sloppi,1.0
slot,5.0
slouch,1.0
slouchi,2.0
slovakian,1.0
slovenia,1.0
slow,78.0
slowdown,2.0
slower,10.0
slowest,3.0
slowli,25.0
slowmot,1.0
slpi,1.0
slr,1.0
slug,1.0
slugger,1.0
sluggish,2.0
slum,1.0
slumdog,4.0
slur,1.0
slurpe,1.0
slurpeee,1.0
slush,4.0
slut,1.0
sluttin,1.0
slï,1.0
sm,20.0
smaaaaller,1.0
smack,12.0
smackdown,3.0
smal,1.0
small,56.0
smaller,8.0
smallvil,3.0
smap,1.0
smarmi,1.0
smart,17.0
smartbar,1.0
smartcar,1.0
smartcard,1.0
smarter,1.0
smartest,1.0
smartier,1.0
smartpen,1.0
smartphon,1.0
smash,12.0
smashspac,1.0
smb,1.0
smdh,1.0
sme,3.0
smear,1.0
smeer,1.0
smell,45.0
smelli,2.0
smelt,1.0
smexi,1.0
smfh,2.0
smh,27.0
smile,93.0
smiley,7.0
smirker,1.0
smirki,1.0
smite,4.0
smith,10.0
smo,1.0
smoke,36.0
smokefre,1.0
smoker,3.0
smokey,2.0
smoki,2.0
smokin,1.0
smokinggg,1.0
smooch,3.0
smooth,9.0
smoother,1.0
smoothi,10.0
smoothli,2.0
smoothstream,1.0
smore,2.0
smovi,1.0
smr,1.0
smthng,1.0
smtime,1.0
smudg,2.0
smudger,1.0
smug,1.0
smuggl,1.0
smugli,1.0
smush,3.0
smut,1.0
smwhere,1.0
sn,6.0
snaaaap,1.0
snack,15.0
snag,3.0
snail,3.0
snailmail,1.0
snake,6.0
snap,19.0
snape,1.0
snapp,1.0
snappi,2.0
snappier,1.0
snapppp,1.0
snapshot,1.0
snatch,2.0
snazz,1.0
snazzifi,1.0
snd,2.0
sneak,8.0
sneakernet,1.0
sneakerz,1.0
sneer,1.0
sneez,16.0
sneezi,1.0
sng,1.0
snicker,5.0
snif,4.0
sniff,8.0
sniffl,8.0
sniffli,1.0
snitchsneek,1.0
snivel,1.0
snl,64.0
snob,2.0
snood,2.0
snooker,1.0
snoop,1.0
snoopi,1.0
snooz,3.0
snore,9.0
snot,2.0
snotti,1.0
snow,13.0
snowbal,2.0
snowbear,1.0
snowboard,1.0
snowdaysss,1.0
snowdon,1.0
snowflak,1.0
snowi,1.0
snsd,1.0
snt,1.0
snub,1.0
snuf,1.0
snuff,1.0
snuggel,1.0
snuggi,3.0
snuggl,14.0
snugglin,1.0
snï,1.0
so,3758.0
soak,9.0
soap,14.0
soapbox,1.0
soar,2.0
soarin,1.0
sob,9.0
sobbi,1.0
sober,16.0
soberana,1.0
sobr,1.0
soc,1.0
socal,4.0
soccer,16.0
soccergam,1.0
soch,1.0
sociabl,1.0
social,36.0
socialili,1.0
socialis,1.0
socialmediatv,2.0
socialscop,1.0
societ,1.0
societi,13.0
sociolog,4.0
sock,18.0
socket,1.0
socksi,1.0
socksoo,1.0
soco,2.0
sod,3.0
soda,7.0
sodahead,1.0
soderl,1.0
sodium,1.0
sodmg,1.0
sodmq,1.0
soetim,1.0
soeur,1.0
sofa,7.0
sofi,1.0
soft,10.0
softbal,8.0
softe,1.0
softer,1.0
softi,1.0
softli,1.0
softshock,1.0
softsynth,1.0
softwar,7.0
soggi,3.0
sogni,2.0
sohcahtoa,1.0
soichi,1.0
soil,1.0
sol,2.0
solang,2.0
solari,2.0
solder,1.0
soldier,4.0
sole,3.0
solea,1.0
solid,9.0
solidsyn,1.0
solitair,2.0
solitud,1.0
soll,1.0
solli,1.0
soln,1.0
solo,13.0
soloist,1.0
solut,9.0
solv,8.0
som,3.0
somalion,1.0
somat,3.0
sombodi,1.0
some,1123.0
somebodi,35.0
someday,16.0
somehow,28.0
someht,1.0
someon,292.0
someone,1.0
someplac,2.0
somepleas,1.0
somerset,1.0
somervil,1.0
someth,352.0
somethign,1.0
somethin,9.0
somethn,1.0
somethng,1.0
sometim,130.0
somewhat,11.0
somewher,47.0
sommat,1.0
somn,1.0
somth,1.0
somtim,1.0
somwher,1.0
son,77.0
sonetim,1.0
song,332.0
songbird,1.0
songd,1.0
songgg,1.0
songggggg,1.0
songgoeswrong,1.0
songwrit,3.0
soni,4.0
sonia,1.0
sonic,5.0
sonni,6.0
sonnnni,1.0
sonqq,1.0
soo,116.0
soon,432.0
sooner,11.0
soonest,1.0
soonish,2.0
soonnn,1.0
soonnnnnn,1.0
sooo,156.0
sooon,2.0
soooo,104.0
soooon,2.0
sooooo,38.0
sooooon,2.0
soooooo,18.0
sooooooo,10.0
soooooooo,6.0
soooooooon,1.0
sooooooooo,4.0
soooooooooo,3.0
sooooooooooo,2.0
sooooooooooooo,1.0
sooooooooooooooooo,1.0
soooooooooooooooooooooooooooooooon,1.0
soooooooooooooooooooooooooooooooooooo,1.0
soooori,1.0
sooper,1.0
sooth,4.0
soph,1.0
sophi,4.0
sophia,2.0
sophmor,1.0
sophomor,2.0
soprano,1.0
soproudofy,1.0
sorbet,1.0
sorc,1.0
sorcha,3.0
sore,92.0
soreadi,1.0
soreeee,1.0
sorehead,1.0
sorensen,1.0
soror,2.0
sorri,697.0
sorronda,1.0
sorrow,4.0
sorrri,2.0
sorrrri,1.0
sorrrrrryyi,1.0
sorrrryyi,1.0
sorrryy,1.0
sorryyi,1.0
sorryyyyyy,1.0
sort,50.0
sorta,8.0
sorti,1.0
sosa,1.0
sosad,1.0
sososo,3.0
sosososo,1.0
sotaboy,1.0
sotomayor,1.0
souffl,1.0
soufflï,1.0
soul,26.0
soulchild,3.0
soulja,9.0
souljaa,1.0
soulmat,2.0
sound,283.0
sounda,1.0
sounder,1.0
soundtrack,9.0
soundwav,1.0
sountrack,1.0
soup,33.0
soupi,1.0
sour,7.0
sourc,10.0
sourish,1.0
south,31.0
southend,3.0
southern,4.0
southhampton,1.0
southland,2.0
southpark,2.0
southridg,1.0
southsid,1.0
southwest,1.0
southwestern,1.0
souvlaki,1.0
sowbur,1.0
sowey,1.0
sowi,2.0
sowwi,11.0
sowwiee,1.0
sowwwi,2.0
sowwwwyy,1.0
sox,6.0
soy,5.0
soybean,1.0
soz,3.0
sp,12.0
spa,4.0
space,40.0
spaceport,1.0
spaceship,1.0
spade,1.0
spaggetti,1.0
spaghetti,3.0
spahkli,1.0
spain,12.0
spald,1.0
spam,37.0
spammer,9.0
spamspamspam,1.0
span,4.0
spaniel,2.0
spanikopita,1.0
spanish,20.0
spank,4.0
spar,1.0
sparc,1.0
spare,10.0
spark,6.0
sparkl,4.0
sparkler,1.0
sparkli,5.0
sparta,1.0
spartacu,1.0
sparti,1.0
spash,1.0
spasi,1.0
spat,1.0
spatter,1.0
spawn,2.0
spay,3.0
spaz,1.0
spazz,2.0
spb,1.0
spcn,1.0
speach,1.0
speachless,1.0
speak,70.0
speakeasi,2.0
speaker,9.0
speakernya,1.0
speakerphon,1.0
speakin,2.0
spear,3.0
spec,2.0
speci,2.0
speciaal,1.0
special,90.0
specialist,3.0
specif,9.0
specifi,1.0
specilist,1.0
spectacular,2.0
spector,1.0
specul,1.0
speech,19.0
speechless,1.0
speed,19.0
speedbump,1.0
speedi,3.0
speedo,1.0
speedrach,1.0
speedway,1.0
speeeeeen,1.0
speek,1.0
spell,43.0
spellcheck,1.0
speller,1.0
spellin,1.0
spellingi,1.0
spencer,3.0
spend,211.0
spender,1.0
spendin,2.0
sperm,1.0
spertinya,1.0
spesh,1.0
spew,2.0
spf,2.0
spgridview,1.0
sph,1.0
sphere,1.0
sphex,1.0
spi,3.0
spice,4.0
spicey,1.0
spici,5.0
spider,24.0
spiderweb,1.0
spiderwoman,1.0
spidey,1.0
spielburg,2.0
spike,4.0
spill,12.0
spin,15.0
spinach,4.0
spine,3.0
spineless,1.0
spinelli,1.0
spinner,2.0
spinnerett,1.0
spirit,13.0
spiritu,4.0
spiro,1.0
spit,6.0
spite,2.0
spittin,1.0
splash,3.0
splashtown,1.0
splendid,2.0
splint,1.0
splinter,2.0
split,11.0
splodg,1.0
splotch,1.0
splurg,3.0
spn,3.0
spock,11.0
spoil,21.0
spoiler,3.0
spok,1.0
spokan,1.0
spong,1.0
spongebob,7.0
sponsor,1.0
sponsorship,1.0
spontan,3.0
spontaneouz,1.0
spoofcard,1.0
spooki,3.0
spoon,7.0
spooohort,1.0
sporebat,1.0
spork,2.0
sport,23.0
sportsmen,1.0
sportv,1.0
spose,4.0
spot,32.0
spotifi,6.0
spotlight,4.0
spotter,1.0
spotti,3.0
spout,1.0
sprain,9.0
sprawl,1.0
spray,7.0
spread,16.0
spreadsheet,2.0
spree,5.0
sprigg,1.0
spring,37.0
springboard,1.0
springfield,2.0
springhil,1.0
springleaf,1.0
springsteen,3.0
springtim,2.0
springwatch,1.0
sprinkl,3.0
sprinkler,3.0
sprint,3.0
sprite,4.0
sprout,3.0
spss,1.0
spur,3.0
spurat,1.0
spurt,1.0
spymast,3.0
sqeaki,1.0
sql,4.0
squabbl,1.0
squad,4.0
squar,18.0
squarespac,1.0
squash,2.0
squat,2.0
squeak,3.0
squeaki,2.0
squeal,1.0
squee,2.0
squeee,1.0
squeeee,1.0
squeege,1.0
squeeki,1.0
squeez,3.0
squid,1.0
squiggi,1.0
squirel,2.0
squirrel,7.0
squirrellist,1.0
squirt,1.0
squish,1.0
squishi,2.0
squoosh,1.0
sr,3.0
src,1.0
sri,18.0
sroach,1.0
srod,1.0
srri,7.0
srsli,8.0
srtart,1.0
ss,11.0
ssbb,1.0
ssd,4.0
ssm,1.0
ssn,1.0
sso,1.0
ssoo,1.0
ssshh,1.0
ssshhh,1.0
sssnore,1.0
sssssseeeeeeee,1.0
ssssssssssmack,1.0
ssug,1.0
st,115.0
sta,2.0
staack,1.0
stab,1.0
stabalis,1.0
stabil,2.0
stabilo,1.0
stabl,4.0
stace,1.0
stacey,2.0
staci,1.0
stack,22.0
stackeoverflow,1.0
staden,1.0
stadium,4.0
staff,15.0
staffer,1.0
stafford,1.0
stag,2.0
stage,20.0
stagnent,1.0
stain,3.0
stainag,1.0
stair,7.0
stakc,1.0
stake,3.0
stale,3.0
stalin,1.0
stalk,10.0
stalker,10.0
stalkerishli,1.0
stalkersaturday,1.0
stalwart,1.0
stamford,1.0
stamina,2.0
stamp,4.0
stanc,1.0
stand,64.0
standard,15.0
standbi,5.0
standin,1.0
standstil,1.0
stanki,3.0
stanley,5.0
stanu,1.0
stapl,3.0
stapler,2.0
star,290.0
starbuccz,1.0
starbuck,41.0
starbuk,1.0
starburst,1.0
starbux,1.0
starcon,1.0
stare,7.0
starfir,1.0
starfish,1.0
starfleet,3.0
starin,1.0
starla,1.0
starr,1.0
starrer,1.0
starsailor,1.0
starship,8.0
start,513.0
starter,1.0
startin,2.0
startl,1.0
startrek,6.0
startup,2.0
starup,1.0
starv,22.0
starvin,1.0
starwar,8.0
starwarsday,14.0
starwarswithaddedp,1.0
stash,2.0
stasher,1.0
stastic,1.0
stat,12.0
state,52.0
statement,7.0
statesboro,1.0
stathamfan,1.0
static,3.0
station,24.0
stationari,1.0
statist,1.0
statu,23.0
status,3.0
